,date,max-Temp
164,2023-05-23,38.10747146606445
165,2023-05-24,37.97322082519531
166,2023-05-25,37.86986541748047
167,2023-05-26,37.765472412109375
168,2023-05-27,37.803001403808594
169,2023-05-28,37.798343658447266
170,2023-05-29,37.515052795410156
171,2023-05-30,37.61451721191406
172,2023-05-31,37.43571090698242
173,2023-06-01,37.288551330566406
174,2023-06-02,37.141273498535156
175,2023-06-03,37.13701629638672
176,2023-06-04,37.091819763183594
177,2023-06-05,36.7694091796875
178,2023-06-06,36.83131790161133
179,2023-06-07,36.61666488647461
180,2023-06-08,36.435508728027344
181,2023-06-09,36.2562141418457
182,2023-06-10,36.22203826904297
183,2023-06-11,36.149131774902344
184,2023-06-12,35.80131149291992
185,2023-06-13,35.8402099609375
186,2023-06-14,35.60502243041992
187,2023-06-15,35.40586853027344
188,2023-06-16,35.21116638183594
189,2023-06-17,35.164222717285156
190,2023-06-18,35.08121109008789
191,2023-06-19,34.72597885131836
192,2023-06-20,34.76014709472656
193,2023-06-21,34.52291488647461
194,2023-06-22,34.32438278198242
195,2023-06-23,34.13294219970703
196,2023-06-24,34.09185028076172
197,2023-06-25,34.01723861694336
198,2023-06-26,33.672882080078125
199,2023-06-27,33.7203369140625
200,2023-06-28,33.498722076416016
201,2023-06-29,33.31803894042969
202,2023-06-30,33.146583557128906
203,2023-07-01,33.127506256103516
204,2023-07-02,33.07682418823242
205,2023-07-03,32.7581901550293
206,2023-07-04,32.833038330078125
207,2023-07-05,32.640342712402344
208,2023-07-06,32.489990234375
209,2023-07-07,32.350120544433594
210,2023-07-08,32.363746643066406
211,2023-07-09,32.34674835205078
212,2023-07-10,32.06262969970703
213,2023-07-11,32.17268371582031
214,2023-07-12,32.01573944091797
215,2023-07-13,31.901531219482422
216,2023-07-14,31.798070907592773
217,2023-07-15,31.848228454589844
218,2023-07-16,31.867748260498047
219,2023-07-17,31.6200008392334
220,2023-07-18,31.766151428222656
221,2023-07-19,31.644908905029297
222,2023-07-20,31.565895080566406
223,2023-07-21,31.49700355529785
224,2023-07-22,31.581005096435547
225,2023-07-23,31.63353729248047
226,2023-07-24,31.417888641357422
227,2023-07-25,31.595130920410156
228,2023-07-26,31.503908157348633
229,2023-07-27,31.45376205444336
230,2023-07-28,31.41252899169922
231,2023-07-29,31.52292251586914
232,2023-07-30,31.600540161132812
233,2023-07-31,31.408626556396484
234,2023-08-01,31.608226776123047
235,2023-08-02,31.53795623779297
236,2023-08-03,31.50734519958496
237,2023-08-04,31.48421859741211
238,2023-08-05,31.61129379272461
239,2023-08-06,31.704166412353516
240,2023-08-07,31.52609634399414
241,2023-08-08,31.738149642944336
242,2023-08-09,31.67896270751953
243,2023-08-10,31.658096313476562
244,2023-08-11,31.643409729003906
245,2023-08-12,31.777664184570312
246,2023-08-13,31.876497268676758
247,2023-08-14,31.703218460083008
248,2023-08-15,31.9189453125
249,2023-08-16,31.862369537353516
250,2023-08-17,31.843109130859375
251,2023-08-18,31.829090118408203
252,2023-08-19,31.963130950927734
253,2023-08-20,32.060935974121094
254,2023-08-21,31.885881423950195
255,2023-08-22,32.099151611328125
256,2023-08-23,32.03950500488281
257,2023-08-24,32.01662826538086
258,2023-08-25,31.998516082763672
259,2023-08-26,32.12804412841797
260,2023-08-27,32.22099304199219
261,2023-08-28,32.040802001953125
262,2023-08-29,32.24871063232422
263,2023-08-30,32.18354415893555
264,2023-08-31,32.15504455566406
265,2023-09-01,32.131263732910156
266,2023-09-02,32.2551383972168
267,2023-09-03,32.34248733520508
268,2023-09-04,32.15679931640625
269,2023-09-05,32.35936737060547
270,2023-09-06,32.28904724121094
271,2023-09-07,32.25563049316406
272,2023-09-08,32.22719192504883
273,2023-09-09,32.34669876098633
274,2023-09-10,32.43000411987305
275,2023-09-11,32.24061584472656
276,2023-09-12,32.43983840942383
277,2023-09-13,32.366554260253906
278,2023-09-14,32.33055877685547
279,2023-09-15,32.299930572509766
280,2023-09-16,32.41764831542969
281,2023-09-17,32.49955749511719
282,2023-09-18,32.30916976928711
283,2023-09-19,32.507781982421875
284,2023-09-20,32.43425750732422
285,2023-09-21,32.39837646484375
286,2023-09-22,32.36821365356445
287,2023-09-23,32.48671340942383
288,2023-09-24,32.569705963134766
289,2023-09-25,32.38066864013672
290,2023-09-26,32.58087158203125
291,2023-09-27,32.509151458740234
292,2023-09-28,32.475257873535156
293,2023-09-29,32.44722366333008
294,2023-09-30,32.56795883178711
295,2023-10-01,32.65325164794922
296,2023-10-02,32.466552734375
297,2023-10-03,32.66907501220703
298,2023-10-04,32.59962844848633
299,2023-10-05,32.56791305541992
300,2023-10-06,32.54191970825195
301,2023-10-07,32.66452407836914
302,2023-10-08,32.751468658447266
303,2023-10-09,32.566158294677734
304,2023-10-10,32.76978302001953
305,2023-10-11,32.70109558105469
306,2023-10-12,32.66977310180664
307,2023-10-13,32.643760681152344
308,2023-10-14,32.76590347290039
309,2023-10-15,32.85192108154297
310,2023-10-16,32.66517639160156
311,2023-10-17,32.86684036254883
312,2023-10-18,32.7956428527832
313,2023-10-19,32.76123046875
314,2023-10-20,32.731544494628906
315,2023-10-21,32.84940719604492
316,2023-10-22,32.93052291870117
317,2023-10-23,32.738258361816406
318,2023-10-24,32.93376541137695
319,2023-10-25,32.85578155517578
320,2023-10-26,32.81395721435547
321,2023-10-27,32.7762336730957
322,2023-10-28,32.88544845581055
323,2023-10-29,32.95732116699219
324,2023-10-30,32.755226135253906
325,2023-10-31,32.94035339355469
326,2023-11-01,32.85144805908203
327,2023-11-02,32.79819869995117
328,2023-11-03,32.748573303222656
329,2023-11-04,32.8454475402832
330,2023-11-05,32.904571533203125
331,2023-11-06,32.68937301635742
332,2023-11-07,32.86106872558594
333,2023-11-08,32.75846862792969
334,2023-11-09,32.69129180908203
335,2023-11-10,32.627567291259766
336,2023-11-11,32.7102165222168
337,2023-11-12,32.75505065917969
338,2023-11-13,32.52553939819336
339,2023-11-14,32.68296813964844
340,2023-11-15,32.566192626953125
341,2023-11-16,32.4849967956543
342,2023-11-17,32.40746307373047
343,2023-11-18,32.476566314697266
344,2023-11-19,32.5081787109375
345,2023-11-20,32.26582336425781
346,2023-11-21,32.41084289550781
347,2023-11-22,32.282142639160156
348,2023-11-23,32.18955993652344
349,2023-11-24,32.101226806640625
350,2023-11-25,32.1601676940918
351,2023-11-26,32.18229675292969
352,2023-11-27,31.93118667602539
353,2023-11-28,32.068214416503906
354,2023-11-29,31.932323455810547
355,2023-11-30,31.833391189575195
356,2023-12-01,31.739578247070312
357,2023-12-02,31.793941497802734
358,2023-12-03,31.812416076660156
359,2023-12-04,31.558597564697266
360,2023-12-05,31.693878173828125
361,2023-12-06,31.557226181030273
362,2023-12-07,31.45852279663086
363,2023-12-08,31.365936279296875
364,2023-12-09,31.422531127929688
